metric_family,threshold,n,acquisition_rate,mean_acquired_at,time_spearman_frequency,time_spearman_reference_learnability,time_spearman_formal_utility,final_spearman_frequency,final_spearman_reference_learnability,final_spearman_formal_utility
exact_match,0.2,125,0.488,81512.91803278688,-0.03717723879846092,0.7234793064824347,-0.16872528678883036,0.06568709475781973,-0.27203986094171173,0.328395862367401
exact_match,0.5,125,0.28,31217.371428571427,-0.0993150044478032,0.0290031220201183,-0.13757446854773647,0.06568709475781973,-0.27203986094171173,0.328395862367401
exact_match,0.8,125,0.04,224409.6,0.35355339059327373,0.25,-0.3952847075210474,0.06568709475781973,-0.27203986094171173,0.328395862367401
token_accuracy,0.5,125,0.832,83382.15384615384,-0.07594442241434772,0.41056553908520504,-0.19809101452764458,0.079786765495591,-0.2607581973124074,0.33458777694091224
token_accuracy,0.7,125,0.64,60320.0,-0.06447320824670846,0.7014877424181684,-0.12846877696281708,0.079786765495591,-0.2607581973124074,0.33458777694091224
token_accuracy,0.85,125,0.392,60144.32653061225,0.05872282879127904,0.6545423436810431,-0.048848008723448084,0.079786765495591,-0.2607581973124074,0.33458777694091224
