model_name,slice_id,metric,initial_metric,final_metric,delta_metric,auc_metric,max_metric,min_metric,n_checkpoints,kind,family,prompt_family,operation_type,composition_depth,frequency_proxy,reference_learnability,formal_utility,answer_entropy_proxy,component_ids,control_type,continuous_status
EleutherAI/pythia-2.8b,comp_retrieve_then_color,accuracy,0.1875,0.1875,0.0,0.1875,0.1875,0.1875,3,composite,retrieval,retrieval,retrieve_then_color,2,0.35,0.65,0.0,1.0,retrieval_object;semantic_color_lookup,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_retrieve_then_compare,accuracy,0.375,0.375,0.0,0.375,0.375,0.375,3,composite,retrieval,retrieval,retrieve_then_compare,2,0.3,0.8,0.0,1.0,retrieval_number;arith_compare,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_reverse_then_first,accuracy,0.375,0.375,0.0,0.375,0.375,0.375,3,composite,string,string,reverse_then_first,2,0.3,0.65,0.0,1.0,word_reverse2;word_first,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_reverse_then_last,accuracy,0.375,0.375,0.0,0.375,0.375,0.375,3,composite,string,string,reverse_then_last,2,0.3,0.65,0.0,1.0,word_reverse2;word_last,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_reverse_then_same,accuracy,0.3125,0.3125,0.0,0.3125,0.3125,0.3125,3,composite,string,string,reverse_then_same,2,0.25,0.75,0.0,1.0,word_reverse2;word_same,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_sub_then_compare,accuracy,0.375,0.375,0.0,0.375,0.375,0.375,3,composite,arithmetic,arithmetic,sub_then_compare,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare,,usable_or_near_usable
EleutherAI/pythia-2.8b,ctrl_number_surface,accuracy,0.5625,0.5625,0.0,0.5625,0.5625,0.5625,3,surface_control,surface,surface,number_surface,1,0.5,0.3,0.0,1.0,,surface,usable_or_near_usable
EleutherAI/pythia-2.8b,ctrl_retrieval_surface,accuracy,0.1875,0.1875,0.0,0.1875,0.1875,0.1875,3,surface_control,surface,surface,retrieval_surface,1,0.45,0.35,0.0,1.0,,surface,weak_or_uninformative
EleutherAI/pythia-2.8b,ctrl_word_surface,accuracy,0.3125,0.3125,0.0,0.3125,0.3125,0.3125,3,surface_control,surface,surface,word_surface,1,0.5,0.3,0.0,1.0,,surface,usable_or_near_usable
EleutherAI/pythia-2.8b,retrieval_number,accuracy,0.375,0.375,0.0,0.375,0.375,0.375,3,atomic,retrieval,retrieval,retrieve_number,1,0.55,0.55,0.8,1.0,,,usable_or_near_usable
EleutherAI/pythia-2.8b,retrieval_object,accuracy,0.125,0.125,0.0,0.125,0.125,0.125,3,atomic,retrieval,retrieval,retrieve_object,1,0.6,0.5,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,semantic_animal_class,accuracy,0.375,0.375,0.0,0.375,0.375,0.375,3,atomic,semantic,semantic,category,1,0.75,0.2,0.3,1.0,,,usable_or_near_usable
EleutherAI/pythia-2.8b,semantic_color_lookup,accuracy,0.3125,0.3125,0.0,0.3125,0.3125,0.3125,3,atomic,semantic,semantic,color_lookup,1,0.7,0.25,0.4,1.0,,,usable_or_near_usable
EleutherAI/pythia-2.8b,syntax_is_are,accuracy,0.25,0.25,0.0,0.25,0.25,0.25,3,atomic,syntax,syntax,agreement,1,0.75,0.35,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_copy,accuracy,0.3125,0.3125,0.0,0.3125,0.3125,0.3125,3,atomic,string,string,copy,1,0.8,0.25,0.8,1.0,,,usable_or_near_usable
EleutherAI/pythia-2.8b,word_first,accuracy,0.375,0.375,0.0,0.375,0.375,0.375,3,atomic,string,string,first,1,0.75,0.3,0.6,1.0,,,usable_or_near_usable
EleutherAI/pythia-2.8b,word_last,accuracy,0.1875,0.1875,0.0,0.1875,0.1875,0.1875,3,atomic,string,string,last,1,0.7,0.3,0.6,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_reverse2,accuracy,0.1875,0.1875,0.0,0.1875,0.1875,0.1875,3,atomic,string,string,reverse,1,0.55,0.5,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_same,accuracy,0.25,0.25,0.0,0.25,0.25,0.25,3,atomic,string,string,same_compare,1,0.6,0.35,0.5,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_add_small,mean_logprob_correct,-2.1739501953125,-2.1739501953125,0.0,-2.1739501953125,-2.1739501953125,-2.1739501953125,3,atomic,arithmetic,arithmetic,addition,1,0.9,0.2,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_compare,mean_logprob_correct,-2.1253662109375,-2.1253662109375,0.0,-2.1253662109375,-2.1253662109375,-2.1253662109375,3,atomic,arithmetic,arithmetic,comparison,1,0.85,0.2,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_even,mean_logprob_correct,-1.8927001953125,-1.8927001953125,0.0,-1.8927001953125,-1.8927001953125,-1.8927001953125,3,atomic,arithmetic,arithmetic,parity,1,0.65,0.4,0.5,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_max2,mean_logprob_correct,-1.9271240234375,-1.9271240234375,0.0,-1.9271240234375,-1.9271240234375,-1.9271240234375,3,atomic,arithmetic,arithmetic,max,1,0.55,0.45,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_min2,mean_logprob_correct,-2.0003662109375,-2.0003662109375,0.0,-2.0003662109375,-2.0003662109375,-2.0003662109375,3,atomic,arithmetic,arithmetic,min,1,0.55,0.45,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_sub_small,mean_logprob_correct,-1.9569091796875,-1.9569091796875,0.0,-1.9569091796875,-1.9569091796875,-1.9569091796875,3,atomic,arithmetic,arithmetic,subtraction,1,0.75,0.35,0.5,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_add_then_compare,mean_logprob_correct,-2.01849365234375,-2.01849365234375,0.0,-2.01849365234375,-2.01849365234375,-2.01849365234375,3,composite,arithmetic,arithmetic,add_then_compare,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_add_then_even,mean_logprob_correct,-1.95703125,-1.95703125,0.0,-1.95703125,-1.95703125,-1.95703125,3,composite,arithmetic,arithmetic,add_then_parity,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_first_then_same,mean_logprob_correct,-1.9114990234375,-1.9114990234375,0.0,-1.9114990234375,-1.9114990234375,-1.9114990234375,3,composite,string,string,first_then_same,2,0.35,0.55,0.0,1.0,word_first;word_same,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_max_then_compare,mean_logprob_correct,-2.27825927734375,-2.27825927734375,0.0,-2.27825927734375,-2.27825927734375,-2.27825927734375,3,composite,arithmetic,arithmetic,max_then_compare,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_retrieve_then_color,mean_logprob_correct,-1.76849365234375,-1.76849365234375,0.0,-1.76849365234375,-1.76849365234375,-1.76849365234375,3,composite,retrieval,retrieval,retrieve_then_color,2,0.35,0.65,0.0,1.0,retrieval_object;semantic_color_lookup,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_retrieve_then_compare,mean_logprob_correct,-2.05084228515625,-2.05084228515625,0.0,-2.05084228515625,-2.05084228515625,-2.05084228515625,3,composite,retrieval,retrieval,retrieve_then_compare,2,0.3,0.8,0.0,1.0,retrieval_number;arith_compare,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_reverse_then_first,mean_logprob_correct,-2.08026123046875,-2.08026123046875,0.0,-2.08026123046875,-2.08026123046875,-2.08026123046875,3,composite,string,string,reverse_then_first,2,0.3,0.65,0.0,1.0,word_reverse2;word_first,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_reverse_then_last,mean_logprob_correct,-2.17877197265625,-2.17877197265625,0.0,-2.17877197265625,-2.17877197265625,-2.17877197265625,3,composite,string,string,reverse_then_last,2,0.3,0.65,0.0,1.0,word_reverse2;word_last,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_reverse_then_same,mean_logprob_correct,-2.06866455078125,-2.06866455078125,0.0,-2.06866455078125,-2.06866455078125,-2.06866455078125,3,composite,string,string,reverse_then_same,2,0.25,0.75,0.0,1.0,word_reverse2;word_same,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_sub_then_compare,mean_logprob_correct,-2.11761474609375,-2.11761474609375,0.0,-2.11761474609375,-2.11761474609375,-2.11761474609375,3,composite,arithmetic,arithmetic,sub_then_compare,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare,,weak_or_uninformative
EleutherAI/pythia-2.8b,ctrl_number_surface,mean_logprob_correct,-1.73382568359375,-1.73382568359375,0.0,-1.73382568359375,-1.73382568359375,-1.73382568359375,3,surface_control,surface,surface,number_surface,1,0.5,0.3,0.0,1.0,,surface,weak_or_uninformative
EleutherAI/pythia-2.8b,ctrl_retrieval_surface,mean_logprob_correct,-1.7086181640625,-1.7086181640625,0.0,-1.7086181640625,-1.7086181640625,-1.7086181640625,3,surface_control,surface,surface,retrieval_surface,1,0.45,0.35,0.0,1.0,,surface,weak_or_uninformative
EleutherAI/pythia-2.8b,ctrl_word_surface,mean_logprob_correct,-1.89739990234375,-1.89739990234375,0.0,-1.89739990234375,-1.89739990234375,-1.89739990234375,3,surface_control,surface,surface,word_surface,1,0.5,0.3,0.0,1.0,,surface,weak_or_uninformative
EleutherAI/pythia-2.8b,retrieval_number,mean_logprob_correct,-1.8895263671875,-1.8895263671875,0.0,-1.8895263671875,-1.8895263671875,-1.8895263671875,3,atomic,retrieval,retrieval,retrieve_number,1,0.55,0.55,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,retrieval_object,mean_logprob_correct,-1.72857666015625,-1.72857666015625,0.0,-1.72857666015625,-1.72857666015625,-1.72857666015625,3,atomic,retrieval,retrieval,retrieve_object,1,0.6,0.5,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,semantic_animal_class,mean_logprob_correct,-1.62286376953125,-1.62286376953125,0.0,-1.62286376953125,-1.62286376953125,-1.62286376953125,3,atomic,semantic,semantic,category,1,0.75,0.2,0.3,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,semantic_color_lookup,mean_logprob_correct,-1.99493408203125,-1.99493408203125,0.0,-1.99493408203125,-1.99493408203125,-1.99493408203125,3,atomic,semantic,semantic,color_lookup,1,0.7,0.25,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,syntax_is_are,mean_logprob_correct,-2.08648681640625,-2.08648681640625,0.0,-2.08648681640625,-2.08648681640625,-2.08648681640625,3,atomic,syntax,syntax,agreement,1,0.75,0.35,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_copy,mean_logprob_correct,-1.9049072265625,-1.9049072265625,0.0,-1.9049072265625,-1.9049072265625,-1.9049072265625,3,atomic,string,string,copy,1,0.8,0.25,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_first,mean_logprob_correct,-1.8922119140625,-1.8922119140625,0.0,-1.8922119140625,-1.8922119140625,-1.8922119140625,3,atomic,string,string,first,1,0.75,0.3,0.6,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_last,mean_logprob_correct,-2.004638671875,-2.004638671875,0.0,-2.004638671875,-2.004638671875,-2.004638671875,3,atomic,string,string,last,1,0.7,0.3,0.6,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_reverse2,mean_logprob_correct,-1.81341552734375,-1.81341552734375,0.0,-1.81341552734375,-1.81341552734375,-1.81341552734375,3,atomic,string,string,reverse,1,0.55,0.5,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_same,mean_logprob_correct,-1.8656005859375,-1.8656005859375,0.0,-1.8656005859375,-1.8656005859375,-1.8656005859375,3,atomic,string,string,same_compare,1,0.6,0.35,0.5,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_add_small,mean_correct_margin,-0.3709716796875,-0.3709716796875,0.0,-0.3709716796875,-0.3709716796875,-0.3709716796875,3,atomic,arithmetic,arithmetic,addition,1,0.9,0.2,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_compare,mean_correct_margin,-0.05950927734375,-0.05950927734375,0.0,-0.05950927734375,-0.05950927734375,-0.05950927734375,3,atomic,arithmetic,arithmetic,comparison,1,0.85,0.2,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_even,mean_correct_margin,-0.0675048828125,-0.0675048828125,0.0,-0.0675048828125,-0.0675048828125,-0.0675048828125,3,atomic,arithmetic,arithmetic,parity,1,0.65,0.4,0.5,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_max2,mean_correct_margin,-0.191650390625,-0.191650390625,0.0,-0.191650390625,-0.191650390625,-0.191650390625,3,atomic,arithmetic,arithmetic,max,1,0.55,0.45,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_min2,mean_correct_margin,-0.2110595703125,-0.2110595703125,0.0,-0.2110595703125,-0.2110595703125,-0.2110595703125,3,atomic,arithmetic,arithmetic,min,1,0.55,0.45,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_sub_small,mean_correct_margin,-0.27337646484375,-0.27337646484375,0.0,-0.27337646484375,-0.27337646484375,-0.27337646484375,3,atomic,arithmetic,arithmetic,subtraction,1,0.75,0.35,0.5,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_add_then_compare,mean_correct_margin,0.00604248046875,0.00604248046875,0.0,0.00604248046875,0.00604248046875,0.00604248046875,3,composite,arithmetic,arithmetic,add_then_compare,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_add_then_even,mean_correct_margin,-0.0712890625,-0.0712890625,0.0,-0.0712890625,-0.0712890625,-0.0712890625,3,composite,arithmetic,arithmetic,add_then_parity,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_first_then_same,mean_correct_margin,-0.24822998046875,-0.24822998046875,0.0,-0.24822998046875,-0.24822998046875,-0.24822998046875,3,composite,string,string,first_then_same,2,0.35,0.55,0.0,1.0,word_first;word_same,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_max_then_compare,mean_correct_margin,-0.08831787109375,-0.08831787109375,0.0,-0.08831787109375,-0.08831787109375,-0.08831787109375,3,composite,arithmetic,arithmetic,max_then_compare,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_retrieve_then_color,mean_correct_margin,-0.09130859375,-0.09130859375,0.0,-0.09130859375,-0.09130859375,-0.09130859375,3,composite,retrieval,retrieval,retrieve_then_color,2,0.35,0.65,0.0,1.0,retrieval_object;semantic_color_lookup,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_retrieve_then_compare,mean_correct_margin,-0.16534423828125,-0.16534423828125,0.0,-0.16534423828125,-0.16534423828125,-0.16534423828125,3,composite,retrieval,retrieval,retrieve_then_compare,2,0.3,0.8,0.0,1.0,retrieval_number;arith_compare,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_reverse_then_first,mean_correct_margin,-0.18756103515625,-0.18756103515625,0.0,-0.18756103515625,-0.18756103515625,-0.18756103515625,3,composite,string,string,reverse_then_first,2,0.3,0.65,0.0,1.0,word_reverse2;word_first,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_reverse_then_last,mean_correct_margin,-0.11895751953125,-0.11895751953125,0.0,-0.11895751953125,-0.11895751953125,-0.11895751953125,3,composite,string,string,reverse_then_last,2,0.3,0.65,0.0,1.0,word_reverse2;word_last,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_reverse_then_same,mean_correct_margin,-0.18658447265625,-0.18658447265625,0.0,-0.18658447265625,-0.18658447265625,-0.18658447265625,3,composite,string,string,reverse_then_same,2,0.25,0.75,0.0,1.0,word_reverse2;word_same,,weak_or_uninformative
EleutherAI/pythia-2.8b,comp_sub_then_compare,mean_correct_margin,-0.10052490234375,-0.10052490234375,0.0,-0.10052490234375,-0.10052490234375,-0.10052490234375,3,composite,arithmetic,arithmetic,sub_then_compare,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare,,weak_or_uninformative
EleutherAI/pythia-2.8b,ctrl_number_surface,mean_correct_margin,0.01123046875,0.01123046875,0.0,0.01123046875,0.01123046875,0.01123046875,3,surface_control,surface,surface,number_surface,1,0.5,0.3,0.0,1.0,,surface,weak_or_uninformative
EleutherAI/pythia-2.8b,ctrl_retrieval_surface,mean_correct_margin,-0.12152099609375,-0.12152099609375,0.0,-0.12152099609375,-0.12152099609375,-0.12152099609375,3,surface_control,surface,surface,retrieval_surface,1,0.45,0.35,0.0,1.0,,surface,weak_or_uninformative
EleutherAI/pythia-2.8b,ctrl_word_surface,mean_correct_margin,-0.2174072265625,-0.2174072265625,0.0,-0.2174072265625,-0.2174072265625,-0.2174072265625,3,surface_control,surface,surface,word_surface,1,0.5,0.3,0.0,1.0,,surface,weak_or_uninformative
EleutherAI/pythia-2.8b,retrieval_number,mean_correct_margin,-0.18988037109375,-0.18988037109375,0.0,-0.18988037109375,-0.18988037109375,-0.18988037109375,3,atomic,retrieval,retrieval,retrieve_number,1,0.55,0.55,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,retrieval_object,mean_correct_margin,-0.24169921875,-0.24169921875,0.0,-0.24169921875,-0.24169921875,-0.24169921875,3,atomic,retrieval,retrieval,retrieve_object,1,0.6,0.5,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,semantic_animal_class,mean_correct_margin,-0.22125244140625,-0.22125244140625,0.0,-0.22125244140625,-0.22125244140625,-0.22125244140625,3,atomic,semantic,semantic,category,1,0.75,0.2,0.3,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,semantic_color_lookup,mean_correct_margin,-0.171875,-0.171875,0.0,-0.171875,-0.171875,-0.171875,3,atomic,semantic,semantic,color_lookup,1,0.7,0.25,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,syntax_is_are,mean_correct_margin,-0.607177734375,-0.607177734375,0.0,-0.607177734375,-0.607177734375,-0.607177734375,3,atomic,syntax,syntax,agreement,1,0.75,0.35,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_copy,mean_correct_margin,-0.27667236328125,-0.27667236328125,0.0,-0.27667236328125,-0.27667236328125,-0.27667236328125,3,atomic,string,string,copy,1,0.8,0.25,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_first,mean_correct_margin,-0.26214599609375,-0.26214599609375,0.0,-0.26214599609375,-0.26214599609375,-0.26214599609375,3,atomic,string,string,first,1,0.75,0.3,0.6,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_last,mean_correct_margin,-0.3775634765625,-0.3775634765625,0.0,-0.3775634765625,-0.3775634765625,-0.3775634765625,3,atomic,string,string,last,1,0.7,0.3,0.6,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_reverse2,mean_correct_margin,-0.36334228515625,-0.36334228515625,0.0,-0.36334228515625,-0.36334228515625,-0.36334228515625,3,atomic,string,string,reverse,1,0.55,0.5,0.8,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,word_same,mean_correct_margin,-0.18402099609375,-0.18402099609375,0.0,-0.18402099609375,-0.18402099609375,-0.18402099609375,3,atomic,string,string,same_compare,1,0.6,0.35,0.5,1.0,,,weak_or_uninformative
EleutherAI/pythia-2.8b,arith_add_small,mean_correct_mrr,0.3958333333333333,0.3958333333333333,0.0,0.3958333333333333,0.3958333333333333,0.3958333333333333,3,atomic,arithmetic,arithmetic,addition,1,0.9,0.2,0.8,1.0,,,usable_or_near_usable
EleutherAI/pythia-2.8b,arith_compare,mean_correct_mrr,0.6145833333333333,0.6145833333333333,0.0,0.6145833333333333,0.6145833333333333,0.6145833333333333,3,atomic,arithmetic,arithmetic,comparison,1,0.85,0.2,0.8,1.0,,,usable_or_near_usable
EleutherAI/pythia-2.8b,arith_even,mean_correct_mrr,0.6302083333333333,0.6302083333333333,0.0,0.6302083333333333,0.6302083333333333,0.6302083333333333,3,atomic,arithmetic,arithmetic,parity,1,0.65,0.4,0.5,1.0,,,usable_or_near_usable
EleutherAI/pythia-2.8b,arith_max2,mean_correct_mrr,0.5520833333333333,0.5520833333333333,0.0,0.5520833333333333,0.5520833333333333,0.5520833333333333,3,atomic,arithmetic,arithmetic,max,1,0.55,0.45,0.4,1.0,,,usable_or_near_usable
EleutherAI/pythia-2.8b,arith_min2,mean_correct_mrr,0.4791666666666666,0.4791666666666666,0.0,0.4791666666666666,0.4791666666666666,0.4791666666666666,3,atomic,arithmetic,arithmetic,min,1,0.55,0.45,0.4,1.0,,,usable_or_near_usable
EleutherAI/pythia-2.8b,arith_sub_small,mean_correct_mrr,0.5208333333333333,0.5208333333333333,0.0,0.5208333333333333,0.5208333333333333,0.5208333333333333,3,atomic,arithmetic,arithmetic,subtraction,1,0.75,0.35,0.5,1.0,,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_add_then_compare,mean_correct_mrr,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,composite,arithmetic,arithmetic,add_then_compare,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_add_then_even,mean_correct_mrr,0.6145833333333333,0.6145833333333333,0.0,0.6145833333333333,0.6145833333333333,0.6145833333333333,3,composite,arithmetic,arithmetic,add_then_parity,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_first_then_same,mean_correct_mrr,0.5052083333333333,0.5052083333333333,0.0,0.5052083333333333,0.5052083333333333,0.5052083333333333,3,composite,string,string,first_then_same,2,0.35,0.55,0.0,1.0,word_first;word_same,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_max_then_compare,mean_correct_mrr,0.53125,0.53125,0.0,0.53125,0.53125,0.53125,3,composite,arithmetic,arithmetic,max_then_compare,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_retrieve_then_color,mean_correct_mrr,0.5208333333333333,0.5208333333333333,0.0,0.5208333333333333,0.5208333333333333,0.5208333333333333,3,composite,retrieval,retrieval,retrieve_then_color,2,0.35,0.65,0.0,1.0,retrieval_object;semantic_color_lookup,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_retrieve_then_compare,mean_correct_mrr,0.5833333333333333,0.5833333333333333,0.0,0.5833333333333333,0.5833333333333333,0.5833333333333333,3,composite,retrieval,retrieval,retrieve_then_compare,2,0.3,0.8,0.0,1.0,retrieval_number;arith_compare,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_reverse_then_first,mean_correct_mrr,0.59375,0.59375,0.0,0.59375,0.59375,0.59375,3,composite,string,string,reverse_then_first,2,0.3,0.65,0.0,1.0,word_reverse2;word_first,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_reverse_then_last,mean_correct_mrr,0.6145833333333333,0.6145833333333333,0.0,0.6145833333333333,0.6145833333333333,0.6145833333333333,3,composite,string,string,reverse_then_last,2,0.3,0.65,0.0,1.0,word_reverse2;word_last,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_reverse_then_same,mean_correct_mrr,0.5625,0.5625,0.0,0.5625,0.5625,0.5625,3,composite,string,string,reverse_then_same,2,0.25,0.75,0.0,1.0,word_reverse2;word_same,,usable_or_near_usable
EleutherAI/pythia-2.8b,comp_sub_then_compare,mean_correct_mrr,0.609375,0.609375,0.0,0.609375,0.609375,0.609375,3,composite,arithmetic,arithmetic,sub_then_compare,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare,,usable_or_near_usable
EleutherAI/pythia-2.8b,ctrl_number_surface,mean_correct_mrr,0.734375,0.734375,0.0,0.734375,0.734375,0.734375,3,surface_control,surface,surface,number_surface,1,0.5,0.3,0.0,1.0,,surface,usable_or_near_usable
EleutherAI/pythia-2.8b,ctrl_retrieval_surface,mean_correct_mrr,0.5052083333333333,0.5052083333333333,0.0,0.5052083333333333,0.5052083333333333,0.5052083333333333,3,surface_control,surface,surface,retrieval_surface,1,0.45,0.35,0.0,1.0,,surface,usable_or_near_usable
EleutherAI/pythia-2.8b,ctrl_word_surface,mean_correct_mrr,0.5520833333333333,0.5520833333333333,0.0,0.5520833333333333,0.5520833333333333,0.5520833333333333,3,surface_control,surface,surface,word_surface,1,0.5,0.3,0.0,1.0,,surface,usable_or_near_usable
EleutherAI/pythia-2.8b,retrieval_number,mean_correct_mrr,0.6041666666666666,0.6041666666666666,0.0,0.6041666666666666,0.6041666666666666,0.6041666666666666,3,atomic,retrieval,retrieval,retrieve_number,1,0.55,0.55,0.8,1.0,,,usable_or_near_usable
