condition,task_subset,property,n_rows,acquisition_rate,pearson_acquisition_time,spearman_acquisition_time,spearman_final_balanced_accuracy,expected_time_direction,time_sign_matches_expected,expected_final_metric_direction,final_metric_sign_matches_expected
baseline,all,frequency,32,0.0,,,,negative_more_property_earlier,,positive_more_property_higher_final_metric,
baseline,all,reference_learnability,32,0.0,,,,positive_more_difficult_later,,negative_more_difficult_lower_final_metric,
baseline,all,formal_utility,32,0.0,,,,negative_more_property_earlier,,positive_more_property_higher_final_metric,
baseline,atomic,frequency,12,0.0,,,,negative_more_property_earlier,,positive_more_property_higher_final_metric,
baseline,atomic,reference_learnability,12,0.0,,,,positive_more_difficult_later,,negative_more_difficult_lower_final_metric,
baseline,atomic,formal_utility,12,0.0,,,,negative_more_property_earlier,,positive_more_property_higher_final_metric,
baseline,atomic_composite,frequency,20,0.0,,,,negative_more_property_earlier,,positive_more_property_higher_final_metric,
baseline,atomic_composite,reference_learnability,20,0.0,,,,positive_more_difficult_later,,negative_more_difficult_lower_final_metric,
baseline,atomic_composite,formal_utility,20,0.0,,,,negative_more_property_earlier,,positive_more_property_higher_final_metric,
