condition,task_subset,property,n_rows,acquisition_rate,pearson_acquisition_time,spearman_acquisition_time,spearman_final_balanced_accuracy,expected_time_direction,time_sign_matches_expected,expected_final_metric_direction,final_metric_sign_matches_expected
baseline,all,frequency,160,0.2375,-0.4188653256743809,-0.4988206444957009,0.6047465263255548,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
baseline,all,reference_learnability,160,0.2375,0.43564837715958127,0.42838218092889174,-0.3288181523058878,positive_more_difficult_later,True,negative_more_difficult_lower_final_metric,True
baseline,all,formal_utility,160,0.2375,-0.15237976141661952,-0.2499103609786424,0.26356111653504427,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
baseline,atomic,frequency,60,0.3333333333333333,-0.2616662959526143,-0.35921482623147716,0.04460576954309988,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
baseline,atomic,reference_learnability,60,0.3333333333333333,0.3175154853049526,0.42397557676999403,-0.6518072850707892,positive_more_difficult_later,True,negative_more_difficult_lower_final_metric,True
baseline,atomic,formal_utility,60,0.3333333333333333,-0.27763583325407315,-0.35695465177706065,0.3176954129298605,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
baseline,atomic_composite,frequency,100,0.24,-0.23558850288753286,-0.36590532777436685,0.367228762505223,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
baseline,atomic_composite,reference_learnability,100,0.24,0.4118561146071939,0.460692859368251,-0.42645793044852365,positive_more_difficult_later,True,negative_more_difficult_lower_final_metric,True
baseline,atomic_composite,formal_utility,100,0.24,-0.35163083409273,-0.3961551192041949,0.27549240435745487,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
