model_name,metric,group,n,mean_final,mean_delta,mean_auc,rho_frequency_proxy_final,rho_frequency_proxy_delta,rho_frequency_proxy_auc,rho_reference_learnability_final,rho_reference_learnability_delta,rho_reference_learnability_auc,rho_formal_utility_final,rho_formal_utility_delta,rho_formal_utility_auc,rho_composition_depth_final,rho_composition_depth_delta,rho_composition_depth_auc,rho_answer_entropy_proxy_final,rho_answer_entropy_proxy_delta,rho_answer_entropy_proxy_auc
EleutherAI/pythia-1.4b,accuracy,all,29,0.25646551724137934,0.0021551724137931034,0.2522898706896552,-0.3465866281202717,-0.11048980719906248,-0.32588876241952536,0.21742428930227323,0.1381710808174794,0.19714713639170045,-0.22393336526962518,0.06470602407204255,-0.17676533254712326,0.14046067714146113,0.04352197217375814,0.1651377534198444,,,
EleutherAI/pythia-1.4b,accuracy,atomic,16,0.244140625,-0.001953125,0.244140625,-0.2964374612204209,-0.17380037456345995,-0.17255716903243173,0.23476623621163814,0.21636172122983371,0.07892884578421608,0.0813557585876418,0.3460539653465578,0.212386844375369,,,,,,
EleutherAI/pythia-1.4b,accuracy,composite,10,0.2640625,0.0078125,0.259375,-0.39931518422064555,-0.2159817226507118,-0.48784679939779657,0.3841019186334797,0.3937480273916,0.3723898618737579,,,,,,,,,
EleutherAI/pythia-1.4b,accuracy,true_atomic_composite,26,0.25180288461538464,0.0018028846153846155,0.25,-0.36349869549373987,-0.1491611318606927,-0.3279292693435414,0.3447606771421301,0.19741158814431845,0.27745325960807077,-0.14457410812149205,0.08138622838590917,-0.11856008045545023,0.24014486952592065,0.06356142893782978,0.23245733716872144,,,
EleutherAI/pythia-1.4b,mean_correct_margin,all,29,-0.34666940434996424,0.2516023951486267,-0.6029919944382434,-0.3189348156243019,-0.17680082170477604,-0.42144957778925607,0.3334614051159333,0.20844432301975935,0.32281638624437786,-0.07745418974841418,0.0561412918981794,-0.19519495470154044,0.1387375951238592,0.0780398972571708,0.3208306887239244,,,
EleutherAI/pythia-1.4b,mean_correct_margin,atomic,16,-0.3640898331068456,0.23952399706467986,-0.6476469184854068,-0.5905133120856821,-0.24966005852736434,0.023919526565495987,0.41693046715454224,0.1543087849966989,0.10386168220931657,0.1375047745542317,0.31778881230311323,0.6279384704643247,,,,,,
EleutherAI/pythia-1.4b,mean_correct_margin,composite,10,-0.3220123991370201,0.27496333569288256,-0.5488458070438356,-0.1745572096355137,-0.32325409191761795,-0.7240891658954641,0.6649722662753594,0.7277054989428462,0.5081391846066426,,,,,,,,,
EleutherAI/pythia-1.4b,mean_correct_margin,true_atomic_composite,26,-0.34790620465691274,0.25315451192168087,-0.6096464910078794,-0.3846519307532953,-0.21522601317888054,-0.41874373124083,0.39904243798562966,0.24862885120619266,0.434757079595359,-0.0852439687239137,0.06215706052785374,-0.1154345409802998,0.14757295747452437,0.07378647873726218,0.4110960958218893,,,
EleutherAI/pythia-1.4b,mean_correct_mrr,all,29,0.5220905172413793,-0.0021102729885057593,0.5207210847701149,-0.3093062229298579,-0.11144281463950215,-0.3070868670066282,0.15616263004735148,0.10027357397815778,0.17244578833527627,-0.1951611602009998,0.04393077316947817,-0.15817677795045837,0.1041044919813776,0.03035258716689085,0.16043510359642307,,,
EleutherAI/pythia-1.4b,mean_correct_mrr,atomic,16,0.5146484375,-0.004394531250000021,0.5165201822916667,-0.25956829545578053,-0.1255775144688539,-0.14052721857228892,0.17817966073206387,0.151341308362147,0.07121943922924565,0.1911194342464094,0.3804298762667077,0.2627869024814206,,,,,,
EleutherAI/pythia-1.4b,mean_correct_mrr,composite,10,0.5253906249999999,-0.0005208333333333315,0.5244140625,-0.3372076499116785,-0.27799851904915146,-0.5624621199366552,0.5002474047395803,0.6085123568746214,0.40149268907191515,,,,,,,,,
EleutherAI/pythia-1.4b,mean_correct_mrr,true_atomic_composite,26,0.518780048076923,-0.002904647435897448,0.5195562900641025,-0.32616136697446885,-0.1470424122038112,-0.32616621484335157,0.3140915911017989,0.20192508910116197,0.28181609550948933,-0.08548002820381116,0.09305799919027245,-0.11509903450783292,0.210962808101137,0.07378647873726218,0.24775410479592147,,,
EleutherAI/pythia-1.4b,mean_logprob_correct,all,29,-2.0049258855910135,8.989216465374518,-5.080608596944989,-0.37093505730217724,-0.12232437804224,-0.3134871712580483,0.23963670389920078,0.06585058185659856,0.11932323479278384,-0.14711097784430344,0.11020327668901883,-0.3355481844469889,0.0,-0.17342199390482396,0.11272429603813558,,,
EleutherAI/pythia-1.4b,mean_logprob_correct,atomic,16,-2.0390709358034655,8.986965082702227,-5.131154270464322,-0.6996461520407575,-0.5964931937270561,-0.09717307667232744,0.49705233628744355,0.45847514003826884,0.11128037379569632,0.05652974065007303,0.21695197763001003,0.08555852638929973,,,,,,
EleutherAI/pythia-1.4b,mean_logprob_correct,composite,10,-1.9985326942056418,8.964917143061758,-5.077296702284366,-0.4784160560380746,-0.4073001558161986,-0.5172065470681887,0.6775189128088568,0.6900655593423541,0.47049924500615053,,,,,,,,,
EleutherAI/pythia-1.4b,mean_logprob_correct,true_atomic_composite,26,-2.0234793044196873,8.97848510591743,-5.110439821164339,-0.42563096366255415,-0.16184996191051818,-0.3171570530203984,0.3911440076296318,0.14972676674848068,0.32967361485903995,-0.06535370935500051,0.18576081517752863,-0.22412060110328977,0.10540925533894596,-0.12649110640673517,0.29514591494904874,,,
EleutherAI/pythia-1.4b,mean_logprob_margin,all,29,0.32840998753391465,-0.024582446392240196,0.49563680309802294,0.18323894686489395,0.19314375480353685,0.34196349408164667,-0.26191697595594465,-0.2856825994831381,-0.2599365073286785,0.029630126279594684,0.038987008262624585,0.20975010445292028,-0.1474086948191004,-0.1907641932953064,-0.26880409055247717,,,
EleutherAI/pythia-1.4b,mean_logprob_margin,atomic,16,0.33070275466889143,-0.017946732230484486,0.5569244264625013,0.4200866853065233,0.2915192300169823,0.10016301749301444,-0.2848777569169826,-0.2626216821578434,-0.19882093451497745,-0.07944720307577831,-0.08861418804606043,-0.4843223725965717,,,,,,
EleutherAI/pythia-1.4b,mean_logprob_margin,composite,10,0.2804043095558882,-0.12020060755312442,0.4182430525310338,-0.058185736545171236,0.051720654706818865,-0.4654858923613699,-0.46422592173940186,-0.4391326286724072,0.47677256827289927,,,,,,,,,
EleutherAI/pythia-1.4b,mean_logprob_margin,true_atomic_composite,26,0.3113571988561979,-0.05727514581611523,0.5035854364888599,0.24243058124469105,0.24656292069772556,0.3340307724536226,-0.2778187025218368,-0.2819396227075749,-0.3272697447506928,0.07920585427263648,0.10371349528076167,0.1509528612819305,-0.13703203194062974,-0.15811388300841894,-0.36893239368631087,,,
