condition,seed,checkpoint_index,data_seen,checkpoint_fraction
source_x0,0,0,0,0.0
source_x0,0,1,119,0.0009916666666666667
source_x0,0,2,134,0.0011166666666666666
source_x0,0,3,151,0.0012583333333333333
source_x0,0,4,170,0.0014166666666666668
source_x0,0,5,191,0.0015916666666666666
source_x0,0,6,215,0.0017916666666666667
source_x0,0,7,242,0.0020166666666666666
source_x0,0,8,272,0.002266666666666667
source_x0,0,9,306,0.00255
source_x0,0,10,344,0.0028666666666666667
source_x0,0,11,386,0.0032166666666666667
source_x0,0,12,435,0.003625
source_x0,0,13,489,0.004075
source_x0,0,14,549,0.004575
source_x0,0,15,618,0.00515
source_x0,0,16,694,0.005783333333333333
source_x0,0,17,781,0.006508333333333333
source_x0,0,18,878,0.007316666666666667
source_x0,0,19,987,0.008225
source_x0,0,20,1109,0.009241666666666667
source_x0,0,21,1247,0.010391666666666667
source_x0,0,22,1402,0.011683333333333334
source_x0,0,23,1576,0.013133333333333334
source_x0,0,24,1772,0.014766666666666668
source_x0,0,25,1993,0.016608333333333333
source_x0,0,26,2240,0.018666666666666668
source_x0,0,27,2518,0.020983333333333333
source_x0,0,28,2831,0.023591666666666667
source_x0,0,29,3183,0.026525
source_x0,0,30,3578,0.02981666666666667
source_x0,0,31,4023,0.033525
source_x0,0,32,4523,0.037691666666666665
source_x0,0,33,5085,0.042375
source_x0,0,34,5716,0.04763333333333333
source_x0,0,35,6426,0.05355
source_x0,0,36,7225,0.060208333333333336
source_x0,0,37,8122,0.06768333333333333
source_x0,0,38,9131,0.07609166666666667
source_x0,0,39,10265,0.08554166666666667
source_x0,0,40,11540,0.09616666666666666
source_x0,0,41,12974,0.10811666666666667
source_x0,0,42,14585,0.12154166666666667
source_x0,0,43,16397,0.13664166666666666
source_x0,0,44,18434,0.15361666666666668
source_x0,0,45,20723,0.17269166666666666
source_x0,0,46,23297,0.19414166666666666
source_x0,0,47,26191,0.21825833333333333
source_x0,0,48,29445,0.245375
source_x0,0,49,33102,0.27585
source_x0,0,50,37214,0.31011666666666665
source_x0,0,51,41836,0.34863333333333335
source_x0,0,52,47032,0.39193333333333336
source_x0,0,53,52874,0.44061666666666666
source_x0,0,54,59442,0.49535
source_x0,0,55,66825,0.556875
source_x0,0,56,75126,0.62605
source_x0,0,57,84457,0.7038083333333334
source_x0,0,58,94948,0.7912333333333333
source_x0,0,59,106741,0.8895083333333333
source_x0,0,60,120000,1.0
source_x0,1,0,0,0.0
source_x0,1,1,119,0.0009916666666666667
source_x0,1,2,134,0.0011166666666666666
source_x0,1,3,151,0.0012583333333333333
source_x0,1,4,170,0.0014166666666666668
source_x0,1,5,191,0.0015916666666666666
source_x0,1,6,215,0.0017916666666666667
source_x0,1,7,242,0.0020166666666666666
source_x0,1,8,272,0.002266666666666667
source_x0,1,9,306,0.00255
source_x0,1,10,344,0.0028666666666666667
source_x0,1,11,386,0.0032166666666666667
source_x0,1,12,435,0.003625
source_x0,1,13,489,0.004075
source_x0,1,14,549,0.004575
source_x0,1,15,618,0.00515
source_x0,1,16,694,0.005783333333333333
source_x0,1,17,781,0.006508333333333333
source_x0,1,18,878,0.007316666666666667
source_x0,1,19,987,0.008225
source_x0,1,20,1109,0.009241666666666667
source_x0,1,21,1247,0.010391666666666667
source_x0,1,22,1402,0.011683333333333334
source_x0,1,23,1576,0.013133333333333334
source_x0,1,24,1772,0.014766666666666668
source_x0,1,25,1993,0.016608333333333333
source_x0,1,26,2240,0.018666666666666668
source_x0,1,27,2518,0.020983333333333333
source_x0,1,28,2831,0.023591666666666667
source_x0,1,29,3183,0.026525
source_x0,1,30,3578,0.02981666666666667
source_x0,1,31,4023,0.033525
source_x0,1,32,4523,0.037691666666666665
source_x0,1,33,5085,0.042375
source_x0,1,34,5716,0.04763333333333333
source_x0,1,35,6426,0.05355
source_x0,1,36,7225,0.060208333333333336
source_x0,1,37,8122,0.06768333333333333
source_x0,1,38,9131,0.07609166666666667
source_x0,1,39,10265,0.08554166666666667
source_x0,1,40,11540,0.09616666666666666
source_x0,1,41,12974,0.10811666666666667
source_x0,1,42,14585,0.12154166666666667
source_x0,1,43,16397,0.13664166666666666
source_x0,1,44,18434,0.15361666666666668
source_x0,1,45,20723,0.17269166666666666
source_x0,1,46,23297,0.19414166666666666
source_x0,1,47,26191,0.21825833333333333
source_x0,1,48,29445,0.245375
source_x0,1,49,33102,0.27585
source_x0,1,50,37214,0.31011666666666665
source_x0,1,51,41836,0.34863333333333335
source_x0,1,52,47032,0.39193333333333336
source_x0,1,53,52874,0.44061666666666666
source_x0,1,54,59442,0.49535
source_x0,1,55,66825,0.556875
source_x0,1,56,75126,0.62605
source_x0,1,57,84457,0.7038083333333334
source_x0,1,58,94948,0.7912333333333333
source_x0,1,59,106741,0.8895083333333333
source_x0,1,60,120000,1.0
