pair_id,pair_index,pair_type,source_task,target_task,filler_task,source_multiplier,condition,seed,data_seen,checkpoint_fraction,probe_stage,param_subset,gradient_cosine,gradient_inner_product,first_order_transfer_score,source_gradient_norm,target_gradient_norm,source_gradient_snr,target_gradient_snr,source_within_gradient_alignment,target_within_gradient_alignment,linear_cka
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,0.5,source_x0.5,2,0,0.0,init,last_block_ln_head,0.5652833636074427,0.2723985910415649,0.2723985910415649,0.694174587726593,0.6941765546798706,0.7969012255175189,0.8184334501696986,0.2586774230003357,0.2672072649002075,0.8100245594978333
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,0.5,source_x0.5,2,6144,0.0512,early,last_block_ln_head,0.1048876725713033,0.0230385661125183,0.0230385661125183,0.4585139155387878,0.4790473878383636,0.3754008186732641,0.4646609384449736,0.0250891949981451,0.0945861041545867,0.8127585649490356
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,1.0,source_x1,0,0,0.0,init,last_block_ln_head,0.5339474806973493,0.2019859701395034,0.2019859701395034,0.6088303923606873,0.6213357448577881,0.6498205247363429,0.6470877476193552,0.1928457915782928,0.1905206441879272,0.8437147736549377
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,1.0,source_x1,0,6144,0.0512,early,last_block_ln_head,0.1320123710035187,0.0307545531541109,0.0307545531541109,0.4553508758544922,0.5116212964057922,0.3492443304387021,0.4344967978026325,0.0137076769024133,0.0728753060102462,0.8402708172798157
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,1.0,source_x1,1,0,0.0,init,last_block_ln_head,0.5383426163071025,0.2328067421913147,0.2328067421913147,0.6504384279251099,0.6648606061935425,0.7004986694083843,0.7285097959504334,0.2174390405416488,0.2276799380779266,0.8267163634300232
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,1.0,source_x1,1,6144,0.0512,early,last_block_ln_head,0.1889543284567591,0.0471902638673782,0.0471902638673782,0.5046605467796326,0.4948757886886596,0.439209359631483,0.3749489778842815,0.0719891637563705,0.0327444858849048,0.8381561636924744
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,1.0,source_x1,2,0,0.0,init,last_block_ln_head,0.5652833636074427,0.2723985910415649,0.2723985910415649,0.694174587726593,0.6941765546798706,0.7969012255175189,0.8184334501696986,0.2586774230003357,0.2672072649002075,0.8100245594978333
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,1.0,source_x1,2,6144,0.0512,early,last_block_ln_head,0.1072072558573926,0.0236563496291637,0.0236563496291637,0.4642889499664306,0.475264310836792,0.385016664193977,0.4574467444414783,0.0310651510953903,0.0902690589427948,0.8110398650169373
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,2.0,source_x2,0,0,0.0,init,last_block_ln_head,0.5339474806973493,0.2019859701395034,0.2019859701395034,0.6088303923606873,0.6213357448577881,0.6498205247363429,0.6470877476193552,0.1928457915782928,0.1905206441879272,0.8437147736549377
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,2.0,source_x2,0,6144,0.0512,early,last_block_ln_head,0.1448871584991851,0.0343395769596099,0.0343395769596099,0.463696151971817,0.5111302137374878,0.3621421805811994,0.4336913392263315,0.0221425257623195,0.0728704854846,0.8407272696495056
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,2.0,source_x2,1,0,0.0,init,last_block_ln_head,0.5383426163071025,0.2328067421913147,0.2328067421913147,0.6504384279251099,0.6648606061935425,0.7004986694083843,0.7285097959504334,0.2174390405416488,0.2276799380779266,0.8267163634300232
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,2.0,source_x2,1,6144,0.0512,early,last_block_ln_head,0.1961021535779009,0.049284566193819,0.049284566193819,0.5120601058006287,0.4908034801483154,0.4519925847059596,0.3690787211774339,0.0802097916603088,0.028424447402358,0.8380909562110901
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,2.0,source_x2,2,0,0.0,init,last_block_ln_head,0.5652833636074427,0.2723985910415649,0.2723985910415649,0.694174587726593,0.6941765546798706,0.7969012255175189,0.8184334501696986,0.2586774230003357,0.2672072649002075,0.8100245594978333
P001_C03_reverse_then_substitute_01_06__to__A06_copy,1,composite_to_component_reverse,C03_reverse_then_substitute_01_06,A06_copy,S00_surface_rotate,2.0,source_x2,2,6144,0.0512,early,last_block_ln_head,0.1213266689220964,0.0271689929068088,0.0271689929068088,0.4647114276885986,0.4818744659423828,0.3858428725311782,0.4706381416668883,0.0323448106646537,0.0979331731796264,0.8110438585281372
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,0.0,source_x0,0,0,0.0,init,last_block_ln_head,0.4801755462234374,0.2007559537887573,0.2007559537887573,0.6436509490013123,0.6495580673217773,0.6768973239080563,0.7051976548304377,0.2045016288757324,0.2176589667797088,0.8481236100196838
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,0.0,source_x0,0,6144,0.0512,early,last_block_ln_head,-0.0887015657292675,-0.0223197415471076,-0.0223197415471076,0.5401664972305298,0.4658329784870147,0.5874510378713244,0.3676274241311083,0.1587440818548202,0.0248832032084465,0.8450040221214294
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,0.0,source_x0,1,0,0.0,init,last_block_ln_head,0.5356646657558845,0.2602995038032532,0.2602995038032532,0.6689643859863281,0.7264025211334229,0.7253554468330792,0.8623183732115355,0.2280550599098205,0.2848855853080749,0.8294457793235779
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,0.0,source_x0,1,6144,0.0512,early,last_block_ln_head,0.0009721735737747,0.0002237921580672,0.0002237921580672,0.4514699578285217,0.5098849534988403,0.3790244759809162,0.4795296115949786,0.0337890274822711,0.0999735444784164,0.843510627746582
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,0.0,source_x0,2,0,0.0,init,last_block_ln_head,0.5755734834207203,0.27016282081604,0.27016282081604,0.685030460357666,0.6851961612701416,0.7895693966458597,0.8506584576568827,0.2553079724311828,0.2796947360038757,0.8121952414512634
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,0.0,source_x0,2,6144,0.0512,early,last_block_ln_head,0.1562489861976283,0.0334177464246749,0.0334177464246749,0.4561600387096405,0.4688594937324524,0.2866763539406179,0.3545229082762942,-0.030279591679573,0.0152531526982784,0.8125184774398804
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,0.5,source_x0.5,0,0,0.0,init,last_block_ln_head,0.4801755462234374,0.2007559537887573,0.2007559537887573,0.6436509490013123,0.6495580673217773,0.6768973239080563,0.7051976548304377,0.2045016288757324,0.2176589667797088,0.8481236100196838
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,0.5,source_x0.5,0,6144,0.0512,early,last_block_ln_head,-0.1216122714552238,-0.0292344093322753,-0.0292344093322753,0.5167251825332642,0.4652188420295715,0.5442684409960719,0.3677959656774719,0.1345609277486801,0.025192242115736,0.8476182818412781
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,0.5,source_x0.5,1,0,0.0,init,last_block_ln_head,0.5356646657558845,0.2602995038032532,0.2602995038032532,0.6689643859863281,0.7264025211334229,0.7253554468330792,0.8623183732115355,0.2280550599098205,0.2848855853080749,0.8294457793235779
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,0.5,source_x0.5,1,6144,0.0512,early,last_block_ln_head,0.0548189948712755,0.012910989113152,0.012910989113152,0.4519821107387543,0.5210833549499512,0.3830996648449319,0.5016645375242657,0.0346529446542263,0.1132595390081405,0.8447913527488708
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,0.5,source_x0.5,2,0,0.0,init,last_block_ln_head,0.5755734834207203,0.27016282081604,0.27016282081604,0.685030460357666,0.6851961612701416,0.7895693966458597,0.8506584576568827,0.2553079724311828,0.2796947360038757,0.8121952414512634
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,0.5,source_x0.5,2,6144,0.0512,early,last_block_ln_head,0.1571903355228901,0.0317729450762271,0.0317729450762271,0.4339409172534942,0.4658016562461853,0.2597238777440895,0.3502137963501042,-0.0527066066861152,0.0120453611016273,0.8120105862617493
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,1.0,source_x1,0,0,0.0,init,last_block_ln_head,0.4801755462234374,0.2007559537887573,0.2007559537887573,0.6436509490013123,0.6495580673217773,0.6768973239080563,0.7051976548304377,0.2045016288757324,0.2176589667797088,0.8481236100196838
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,1.0,source_x1,0,6144,0.0512,early,last_block_ln_head,-0.1218026735606858,-0.0292261186987161,-0.0292261186987161,0.5153430104255676,0.4656053185462951,0.5446125429974567,0.3687793259756209,0.1338582634925842,0.0261931344866752,0.8485366106033325
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,1.0,source_x1,1,0,0.0,init,last_block_ln_head,0.5356646657558845,0.2602995038032532,0.2602995038032532,0.6689643859863281,0.7264025211334229,0.7253554468330792,0.8623183732115355,0.2280550599098205,0.2848855853080749,0.8294457793235779
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,1.0,source_x1,1,6144,0.0512,early,last_block_ln_head,0.0921811212498694,0.022379720583558,0.022379720583558,0.4608922004699707,0.5267606377601624,0.4003463070100589,0.5117675917064877,0.0455501526594162,0.1192924976348877,0.84400874376297
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,1.0,source_x1,2,0,0.0,init,last_block_ln_head,0.5755734834207203,0.27016282081604,0.27016282081604,0.685030460357666,0.6851961612701416,0.7895693966458597,0.8506584576568827,0.2553079724311828,0.2796947360038757,0.8121952414512634
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,1.0,source_x1,2,6144,0.0512,early,last_block_ln_head,0.1713046659116803,0.0345028191804885,0.0345028191804885,0.4231940805912018,0.4759329855442047,0.2478364896421519,0.3651403837251035,-0.0631358325481414,0.0227006953209638,0.8125162124633789
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,2.0,source_x2,0,0,0.0,init,last_block_ln_head,0.4801755462234374,0.2007559537887573,0.2007559537887573,0.6436509490013123,0.6495580673217773,0.6768973239080563,0.7051976548304377,0.2045016288757324,0.2176589667797088,0.8481236100196838
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,2.0,source_x2,0,6144,0.0512,early,last_block_ln_head,-0.0595233905065403,-0.0157537292689085,-0.0157537292689085,0.5466020107269287,0.4841996729373932,0.6115669932825204,0.3965563470512303,0.1707917898893356,0.0461362674832344,0.8464550375938416
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,2.0,source_x2,1,0,0.0,init,last_block_ln_head,0.5356646657558845,0.2602995038032532,0.2602995038032532,0.6689643859863281,0.7264025211334229,0.7253554468330792,0.8623183732115355,0.2280550599098205,0.2848855853080749,0.8294457793235779
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,2.0,source_x2,1,6144,0.0512,early,last_block_ln_head,0.0383584115662683,0.0090895490720868,0.0090895490720868,0.4575976729393005,0.5178427696228027,0.3956617916506095,0.490559993629775,0.0445150732994079,0.106654867529869,0.8445027470588684
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,2.0,source_x2,2,0,0.0,init,last_block_ln_head,0.5755734834207203,0.27016282081604,0.27016282081604,0.685030460357666,0.6851961612701416,0.7895693966458597,0.8506584576568827,0.2553079724311828,0.2796947360038757,0.8121952414512634
